
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0029661,경남 고성군,광신석유(주)직영고성IC주유소,SK에너지,경상남도 고성군 마암면 곤기길 204,055-673-5174,일반,
A0029475,경남 고성군,푸른주유소,SK에너지,경남 고성군 마암면 남해안대로 3471,055-673-7600,셀프,
A0029425,경남 고성군,삼락주유소,현대오일뱅크,경남 고성군 마암면 남해안대로 3388,055-673-3969,일반,
A0029648,경남 고성군,고성농협주유소,NH-OIL,경남 고성군 고성읍 송학로 110,055-673-4486,셀프,
A0029595,경남 고성군,영은주유소,GS칼텍스,경남 고성군 고성읍 동외로 117,055-674-4141,일반,
A0029491,경남 고성군,남부주유소,SK에너지,경남 고성군 고성읍 남해안대로 2719-26,055-674-4003,일반,
A0029634,경남 고성군,터미널주유소,GS칼텍스,경상남도 고성군 고성읍 송학고분로 349,055-673-7900,셀프,
A0029547,경남 고성군,한국주유소,현대오일뱅크,경남 고성군 고성읍 남해안대로 2891,055-672-9889,일반,
A0029497,경남 고성군,신월주유소,SK에너지,경남 고성군 고성읍 남해안대로 2463-7,055-673-5117,일반,
A0029596,경남 고성군,율대주유소,현대오일뱅크,경남 고성군 고성읍 남해안대로 2518,055-674-6787,일반,
A0029422,경남 고성군,지남주유소,SK에너지,경남 고성군 고성읍 남해안대로 2980,055-673-4306,일반,
A0029385,경남 고성군,월평주유소,현대오일뱅크,경남 고성군 고성읍 남해안대로 2369,055-673-5805,일반,
A0029513,경남 고성군,가야주유소,GS칼텍스,경남 고성군 고성읍 성내로 70,055-673-6000,일반,
A0029445,경남 고성군,인성주유소,S-OIL,경남 고성군 고성읍 송학고분로 275,055-674-6901,일반,
A0029666,경남 고성군,(주)연합진흥 고성(하남)주유소,알뜰(ex),경상남도 고성군 대가면 통영대전고속도로 32,055-674-8062,셀프,
A0029665,경남 고성군,(주)연합진흥 고성공룡나라(통영)주유소충전소,알뜰(ex),경상남도 고성군 대가면 통영대전고속도로 29,055-674-2062,셀프,
A0029762,경남 고성군,옥천주유소,SK에너지,경남 고성군 개천면 옥천로 1228,055-673-0215,일반,
A0029387,경남 고성군,연화주유소,현대오일뱅크,경상남도 고성군 개천면 옥천로 1015,055-672-6655,일반,
A0029569,경남 고성군,미룡주유소,SK에너지,경상남도 고성군 삼산면 공룡로 2187,055-673-8217,일반,
A0029545,경남 고성군,동백주유소,현대오일뱅크,경남 고성군 고성읍 상정대로 560,055-674-6228,일반,
A0029556,경남 고성군,텍사스주유소,SK에너지,경남 고성군 상리면 상정대로 1313,055-673-0533,일반,
A0029442,경남 고성군,삼산주유소,GS칼텍스,경상남도 고성군 삼산면 공룡로 1557,055-673-7444,일반,
A0029525,경남 고성군,부포주유소,현대오일뱅크,경남 고성군 상리면 상정대로 1005,055-674-4252,일반,
A0029570,경남 고성군,하일주유소,자가상표,경상남도 고성군 하일면 자란만로 1619,055-673-6731,일반,
A0029599,경남 고성군,쌍발주유소,SK에너지,경남 고성군 하이면 공룡로 378,055-835-8884,일반,
A0029554,경남 고성군,싼주유소,현대오일뱅크,경남 고성군 상리면 상정대로 1885-8,055-672-7749,일반,
A0029418,경남 고성군,대진주유소,S-OIL,경남 고성군 상리면 상정대로 1782,055-672-8393,일반,
A0029468,경남 고성군,하이주유소,SK에너지,경상남도 고성군 하이면 남일로 401,055-834-3600,셀프,
A0029470,경남 고성군,군호주유소,S-OIL,경상남도 고성군 하이면 하이로 84,010-5638-5676,일반,
A0029495,경남 고성군,봉현주유소,알뜰주유소,경남 고성군 상리면 삼상로 588,055-835-8585,셀프,
A0030206,경남 남해군,덕산주유소(현대),현대오일뱅크,경남 남해군 이동면 남해대로 2247,055-863-1051,일반,
A0029809,경남 남해군,우리주유소,SK에너지,경남 남해군 이동면 무림로 7,055-863-0090,일반,
A0029864,경남 남해군,대영주유소,SK에너지,경남 남해군 남해읍 남해대로 2662,055-863-0844,일반,
A0029888,경남 남해군,땡큐주유소,현대오일뱅크,경남 남해군 남해읍 남해대로 2618,055-864-1414,일반,
A0030153,경남 남해군,새남해농협하나로마트설천점,NH-OIL,경상남도 남해군 설천면 설천로 647,055-863-4456,일반,
A0029742,경남 남해군,다정주유소,GS칼텍스,경남 남해군 이동면 남해대로 2389,055-864-2022,일반,
A0030234,경남 남해군,동남해농업협동조합남면지소,NH-OIL,경남 남해군 남면 남서대로 801,055-862-9961,일반,
A0029835,경남 남해군,남해주유소,GS칼텍스,경남 남해군 남해읍 스포츠로 215,055-864-2001,일반,
A0029739,경남 남해군,남양제1주유소(현대),현대오일뱅크,경남 남해군 고현면 남해대로 3294,055-863-2266,일반,
A0030050,경남 남해군,서진주유소,GS칼텍스,경남 남해군 남해읍 남해대로 2990,055-862-0001,일반,
A0030226,경남 남해군,남도주유소,GS칼텍스,경남 남해군 남해읍 화전로 149,055-864-5680,일반,
A0030043,경남 남해군,서남해주유소,S-OIL,경상남도 남해군 남해읍 남해대로 2905,055-862-0051,일반,
A0030152,경남 남해군,새남해농업협동조합설천주유소,NH-OIL,경상남도 남해군 설천면 설천로 128,055-863-4480,일반,
A0030155,경남 남해군,새남해농업협동조합남상점,NH-OIL,경상남도 남해군 서면 남서대로 2215,055-862-1513,일반,
A0030154,경남 남해군,새남해농업협동조합서면주유소,NH-OIL,경남 남해군 서면 스포츠로 679,055-862-1152,일반,
A0030515,경남 남해군,동남해주유소,SK에너지,경상남도 남해군 삼동면 삼이로 18-0,055-867-5151,일반,
A0030075,경남 남해군,신세계주유소,SK에너지,경남 남해군 삼동면 동부대로 1867,055-867-0500,일반,
A0030079,경남 남해군,창선주유소,알뜰주유소,경상남도 남해군 창선면 동부대로 2400,055-867-8188,일반,
A0030233,경남 남해군,창선농협주유소,NH-OIL,경남 남해군 창선면 창선로 38,055-867-7707,일반,
A0029909,경남 남해군,목화주유소,SK에너지,경남 남해군 삼동면 동부대로 2684,055-867-8200,일반,
A0030054,경남 남해군,한려주유소,알뜰주유소,경남 남해군 미조면 남해대로 259,055-867-5004,일반,
A0029916,경남 남해군,송정주유소,S-OIL,경남 남해군 미조면 남해대로 214,055-867-3333,일반,
A0030077,경남 남해군,동천주유소,S-OIL,경남 남해군 삼동면 동부대로 1241,055-867-7005,일반,
A0029860,경남 남해군,금산주유소,알뜰주유소,경남 남해군 이동면 남해대로 1974,055-862-5400,일반,
A0029945,경남 남해군,삼동주유소,S-OIL,경남 남해군 삼동면 삼이로 344,055-867-8111,일반,
A0027972,경남 남해군,고려주유소,S-OIL,경남 남해군 상주면 남해대로 678,055-863-4888,일반,
A0030220,경남 하동군,진교주유소,GS칼텍스,경남 하동군 진교면 민다리길 21,055-882-3989,일반,
A0030419,경남 하동군,남해주유소,현대오일뱅크,경남 하동군 진교면 민다리안길 9,055-884-0197,일반,
A0030158,경남 하동군,금오농협 진교지점 주유소,NH-OIL,경남 하동군 진교면 경충로 1065,055-883-5182,일반,
A0030134,경남 하동군,(주)진남제2주유소,SK에너지,경상남도 하동군 경충로 1089,055-882-3023,일반,
A0030157,경남 하동군,금오농협주유소,NH-OIL,경남 하동군 양보면 진양로 739,055-882-7675,일반,
A0030212,경남 하동군,명교주유소,SK에너지,경남 하동군 고전면 하동읍성로 801,055-883-9596,일반,
A0030223,경남 하동군,한진주유소,SK에너지,경남 하동군 옥종중앙길 104,055-882-8009,일반,
A0030219,경남 하동군,옥종주유소(현대),현대오일뱅크,경남 하동군 옥종면 옥종중앙길 1,055-883-6934,일반,
A0030232,경남 하동군,옥종농협주유소,NH-OIL,경남 하동군 옥종면 주포중앙길 28,055-883-8740,일반,
A0030066,경남 하동군,OK주유소,SK에너지,경남 하동군 금남면 경충로 282,055-883-6023,일반,
A0030221,경남 하동군,해룡주유소,GS칼텍스,경남 하동군 금남면 경충로 440,055-883-5920,일반,
A0030056,경남 하동군,적량주유소,SK에너지,경남 하동군 적량면경서대로 628,055-884-0934,일반,
A0029847,경남 하동군,금성주유소,현대오일뱅크,경남 하동군 금성면 산업로 766,055-882-0805,일반,
A0027916,경남 하동군,청암주유소,S-OIL,경남 하동군 청암면 청학로 654,055-884-0407,일반,
A0030027,경남 하동군,하동IC주유소,SK에너지,경상남도 하동군 금남면 산업로 915,055-883-9151,일반,
A0029899,경남 하동군,창성주유소,S-OIL,경남 하동군 금남면 산업로 938,055-883-5557,일반,
A0029814,경남 하동군,대경주유소,현대오일뱅크,경남 하동군 금남면 섬진강대로 931,055-883-8282,일반,
A0030218,경남 하동군,기성주유소,GS칼텍스,경남 하동군 횡천면 경서대로 1173,055-883-5171,일반,
A0029755,경남 하동군,대동(Self),S-OIL,경남 하동군 금남면 경제산업로 154,055-884-4920,셀프,
A0029880,경남 하동군,양보주유소,알뜰주유소,경남 하동군 양보면 경서대로 1466,055-882-5149,일반,
A0029727,경남 하동군,금남주유소(현대),현대오일뱅크,경남 하동군 금남면 섬진강대로 669,055-883-7777,일반,
A0019834,경남 하동군,청솔주유소,SK에너지,경남 하동군 북천면 경서대로 1816,055-884-7901,일반,
A0030139,경남 하동군,(주)세계화목도리주유소,현대오일뱅크,경상남도 하동군 하동읍 섬진강대로 1707,055-883-6464,일반,
A0029959,경남 하동군,조선해양주유소,현대오일뱅크,경남 하동군 금성면 산업로 498,070-7758-9151,일반,
A0029851,경남 하동군,돌다리주유소,GS칼텍스,경남 하동군 적량면 공설운동장로 240,055-884-0051,일반,
A0030070,경남 하동군,우리주유소,SK에너지,경상남도 하동군 금성면 산업로 560,055-884-8251,일반,
A0029964,경남 하동군,하동주유소,현대오일뱅크,경남 하동군 하동읍 섬진강대로 2128,055-883-5145,일반,
A0029986,경남 하동군,섬진주유소,GS칼텍스,경상남도 하동군 하동읍 경서대로 182,055-884-0020,일반,
A0027257,경남 하동군,신대양주유소,알뜰주유소,경남 하동군 하동읍 섬진강대로 2692,055-884-5189,일반,
A0030235,경남 하동군,악양농협주유소,NH-OIL,경남 하동군 악양면 악양서로 347,055-884-6862,일반,
A0010063,경남 하동군,강변주유소,S-OIL,경남 하동군 하동읍 섬진강대로 2627,055-884-7743,일반,
A0029753,경남 하동군,평사리주유소,현대오일뱅크,경남 하동군 악양면 섬진강대로 3430,055-884-1144,일반,
A0029990,경남 하동군,섬진강주유소,S-OIL,경상남도 하동군 화개면 섬진강대로 3913,055-882-1901,일반,
A0030231,경남 하동군,화개농협주유소,NH-OIL,경남 하동군 화개면 화개로 26-1,055-883-0802,일반,
A0029918,경남 산청군,차황주유소,GS칼텍스,경남 산청군 차황면 신차로 1785,055-972-7025,일반,
A0030184,경남 산청군,(주)대교산청(하)주유소/충전소,알뜰(ex),경남 산청군 단성면 석대로281번길,055-973-8902,셀프,
A0030119,경남 산청군,(주)대교산청(상)주유소/충전소,알뜰(ex),경남 산청군 단성면 석대로365번길,055-973-6138,셀프,
A0029955,경남 산청군,진달래주유소,현대오일뱅크,경남 산청군 신안면 산청대로 839,055-973-4747,일반,
A0029920,경남 산청군,경호주유소,자가상표,경남 산청군 산청읍 자신길 12,055-973-9926,일반,
A0029758,경남 산청군,한결(산청),S-OIL,경남 산청군 산청읍 친환경로2665번길 19-14,055-973-9216,일반,
A0029698,경남 산청군,석풍주유소,GS칼텍스,경남 산청군 신안면 산청대로 1169,055-973-8991,일반,
A0030074,경남 산청군,신원주유소,SK에너지,경상남도 산청군 시천면 남명로 354,055-973-3956,일반,
A0029232,경남 산청군,알뜰관동주유소,알뜰주유소,경상남도 산청군 생초면 산청대로 2675,055-972-5180,일반,
A0030143,경남 산청군,산청군농협금서주유소,NH-OIL,경남 산청군 금서면 친환경로 2540,055-973-2312,일반,
A0029709,경남 산청군,금호주유소(산청),GS칼텍스,경남 산청군 산청읍 산수로 422,055-973-5466,일반,
A0029763,경남 산청군,고속주유소,GS칼텍스,경남 산청군 금서면 친환경로 2582,055-973-5162,일반,
A0029821,경남 산청군,차탄주유소,GS칼텍스,경상남도 산청군 산청읍 산청대로 2083 차탄주유소,055-974-8000,일반,
A0029960,경남 산청군,만남주유소,현대오일뱅크,경남 산청군 산청읍 산청대로 2142,055-315-0772,일반,
A0026688,경남 산청군,(주)은장양촌주유소,S-OIL,경상남도 산청군 오부면 산청대로 22 (외1필지),055-974-0081,일반,
A0009961,경남 산청군,우리주유소,GS칼텍스,경남 산청군 산청읍 웅석봉로 49,055-973-1075,일반,
A0029773,경남 산청군,경남주유소,현대오일뱅크,경남 산청군 산청읍 꽃봉산로 166,055-973-5144,일반,
A0030108,경남 산청군,지리산주유소,GS칼텍스,경남 산청군 단성면 지리산대로 2336,055-973-8607,일반,
A0029996,경남 산청군,웅석주유소,GS칼텍스, 경상남도 산청군 산청읍 산청대로 1812,055-973-5166,일반,
A0029683,경남 산청군,덕천강주유소(SK),SK에너지,경남 산청군 단성면 옥단로 1871,055-973-4222,일반,
A0029711,경남 산청군,천왕봉주유소,현대오일뱅크,경남 산청군 시천면 지리산대로 1270,055-973-6262,일반,
A0030021,경남 산청군,생초IC주유소,SK에너지, 경상남도 산청군 생초면 경호로 553-3,055-973-0089,일반,
A0029705,경남 산청군,생초주유소,GS칼텍스,경남 산청군 생초면 산수로 1040,055-972-1948,일반,
A0030068,경남 산청군,대원주유소,현대오일뱅크,경남 산청군 삼장면 평촌유평로 4,055-972-8200,일반,
A0030097,경남 산청군,덕산주유소,알뜰주유소,경남 산청군 시천면 남명로 214,055-972-9046,일반,
A0029867,경남 산청군,삼거리주유소,현대오일뱅크,경남 산청군 생비량면 지리산대로 4753,055-973-9989,일반,
A0029967,경남 산청군,남북주유소,S-OIL,경남 산청군 시천면 지리산대로,055-973-5189,일반,
A0030099,경남 산청군,단계주유소,현대오일뱅크,경남 산청군 신안면 신차로 481,055-972-3046,일반,
A0030101,경남 산청군,금호주유소(생비량),GS칼텍스,경남 산청군 생비량면 지리산대로 4279,055-972-7399,일반,
A0030094,경남 산청군,강성주유소,S-OIL,경남 산청군 단성면 지리산대로 3184,055-973-4445,일반,
A0030144,경남 산청군,산청군농협단성지소,NH-OIL,경남 산청군 단성면 목화로 954,055-973-3980,일반,
A0000216,경남 산청군,원지주유소(SK),SK에너지,경남 산청군 신안면 원지로 6-3,055-974-3333,일반,
A0029850,경남 산청군,만두주유소,현대오일뱅크,경남 산청군 신안면 지리산대로 3683,055-973-6700,일반,
A0029310,경남 함양군,영도다리주유소(현대),현대오일뱅크,경남 함양군 수동면 수동2길 42,055-963-9391,일반,
A0028579,경남 함양군,수동매일주유소,SK에너지,경남 함양군 수동면 거함대로 526,055-963-5181,일반,
A0029211,경남 함양군,농월정주유소,SK에너지,경남 함양군 안의면 육십령로 3145,055-962-0707,일반,
A0029342,경남 함양군,함양농업협동조합유림,NH-OIL,경남 함양군 유림면 화촌장항로 1,055-963-7997,일반,
A0029358,경남 함양군,안의농협주유소,NH-OIL,경남 함양군 안의면 광풍로 82-6,055-964-0691,일반,
A0029240,경남 함양군,본통주유소,GS칼텍스,경남 함양군 수동면 거함대로 136-23,055-963-7697,일반,
A0029313,경남 함양군,금호주유소,SK에너지,경남 함양군 안의면 거함대로 1656,055-962-0033,일반,
A0029289,경남 함양군,함양IC주유소,S-OIL,경남 함양군 함양읍 고운로 341,055-964-9933,일반,
A0029368,경남 함양군,두성유통(주)함양(통영)주유소,알뜰(ex),경남 함양군 지곡면 통영대전고속도로 102-1,055-963-8762,일반,
A0029367,경남 함양군,두성유통(주)함양(하남)주유소,알뜰(ex),경남 함양군 지곡면 효산길 23-11,055-964-1041,일반,
A0029207,경남 함양군,휴천(유림)주유소(현대),현대오일뱅크,경남 함양군 휴천면 천왕봉로 2445,055-963-8977,일반,
A0022859,경남 함양군,백천주유소,현대오일뱅크,경남 함양군 함양읍 고운로 453,055-963-2717,일반,
A0026677,경남 함양군,은장지곡주유소,SK에너지,경상남도 함양군 지곡면 함양로 1750,055-964-0113,일반,
A0029282,경남 함양군,개봉주유소,S-OIL,경남 함양군 지곡면 함양로 1808,055-962-4521,일반,
A0029343,경남 함양군,지곡농협주유소,NH-OIL,경남 함양군 지곡면 지곡창촌길 14,055-964-6400,일반,
A0000050,경남 함양군,동산주유소,알뜰주유소,경남 함양군 함양읍 고운로 570,055-964-2221,일반,
A0029332,경남 함양군,호남주유소,SK에너지,경남 함양군 함양읍 함양로 1175,055-963-1188,일반,
A0029205,경남 함양군,물레방아주유소,SK에너지,경남 함양군 함양읍 한들로 92,055-963-9999,일반,
A0029306,경남 함양군,남척주유소(함양),SK에너지,경남 함양군 함양읍 고운로 94,055-963-2325,일반,
A0029357,경남 함양군,지리산새마을금고주유소,SK에너지,경남 함양군 함양읍 고운로 104,055-963-5260,일반,
A0029208,경남 함양군,(주)알뜰함양주유소,알뜰주유소,경남 함양군 함양읍 함양로 804,055-963-2100,일반,
A0029331,경남 함양군,(주)서부주유소,SK에너지,경상남도 함양군 함양읍 함양로 1038,055-964-2348,일반,
A0029194,경남 함양군,추성주유소,SK에너지,경남 함양군 마천면 천왕봉로 1406,055-964-0417,일반,
A0029203,경남 함양군,덕유관광주유소,SK에너지,경남 함양군 서상면 서상로 269,055-963-0028,일반,
A0029212,경남 함양군,대왕주유소,S-OIL,경남 함양군 함양읍 함양로 561,055-963-9377,일반,
A0029236,경남 함양군,경호주유소,GS칼텍스,경남 함양군 서하면 육십령로 2005,055-963-0555,일반,
A0029311,경남 함양군,마천주유소,SK에너지,경남 함양군 마천면 군자길 19,055-962-5072,일반,
A0029272,경남 함양군,백운주유소,S-OIL,경남 함양군 병곡면 함양남서로 1932,055-963-8493,일반,
A0029215,경남 거창군,코끼리주유소(SK),SK에너지,경남 거창군 거창읍 밤티재로 1275,055-945-3377,일반,
A0029258,경남 거창군,국농소주유소,GS칼텍스,경남 거창군 거창읍 밤티재로 1326,055-943-8451,일반,
A0029229,경남 거창군,상동주유소,SK에너지,경남 거창군 거창읍 거열로 84,055-943-3697,일반,
A0029192,경남 거창군,아림주유소,GS칼텍스,경남 거창군 거창읍 거열로4길 92,055-943-4994,일반,
A0029337,경남 거창군,남거창농협주유소,NH-OIL,경남 거창군 남상면 수남로 1841,055-944-0040,일반,
A0029199,경남 거창군,송정주유소,S-OIL,경남 거창군 거창읍 강남로 104,055-943-1761,일반,
A0029359,경남 거창군,거창농협주유소,NH-OIL,경남 거창군 거창읍 거함대로 3179,055-944-5104,일반,
A0029262,경남 거창군,거창주유소,GS칼텍스,경남 거창군 거창읍 거열로 155,055-944-2705,일반,
A0029361,경남 거창군,거창사과원예농협주유소,NH-OIL,경상남도 거창군 거창읍 수남로 2245,055-945-5150,셀프,
A0029286,경남 거창군,거창북부주유소,SK에너지,경남 거창군 거창읍 거열로 198,055-944-8384,일반,
A0029224,경남 거창군,주상주유소(현대),현대오일뱅크,경남 거창군 주상면 주곡로 634,055-943-0995,일반,
A0029246,경남 거창군,화성주유소,현대오일뱅크,경남 거창군 거창읍 중앙로1길 99,055-945-0813,일반,
A0029299,경남 거창군,송천주유소,현대오일뱅크,경남 거창군 주상면 웅양로 1124,055-943-3600,일반,
A0000763,경남 거창군,대동주유소,S-OIL,경남 거창군 거창읍 개봉길 17-9,055-944-5149,일반,
A0027385,경남 거창군,중동주유소,알뜰주유소,경남 거창군 거창읍 거창대로 4,055-944-7640,일반,
A0029200,경남 거창군,보성주유소(현대),현대오일뱅크,경남 거창군 거창읍 주곡로 17,055-943-6670,일반,
A0029298,경남 거창군,거창소만주유소,현대오일뱅크, 경남 거창군 거창읍 창동로 180,055-945-5151,셀프,
A0029213,경남 거창군,웅양주유소,S-OIL,경남 거창군 웅양면 웅양로 1475,055-943-1031,일반,
A0029257,경남 거창군,한들주유소,S-OIL,경상남도 거창군 거창읍 거함대로5길 33,055-945-2700,일반,
A0029347,경남 거창군,북부농협 하성지소,NH-OIL,경남 거창군 웅양면 웅양로 2313,055-945-2744,일반,
A0029193,경남 거창군,거창고속IC주유소,GS칼텍스,경남 거창군 거창읍 창동로 75,055-945-1195,일반,
A0029218,경남 거창군,원동주유소,SK에너지,경남 거창군 거창읍 주곡로 500,055-942-1855,일반,
A0029259,경남 거창군,신원주유소,SK에너지,경상남도 거창군 신차로 3099,055-942-3323,일반,
A0027825,경남 거창군,푸른주유소,SK에너지,경남 거창군 마리면 거안로 659,055-941-0814,일반,
A0029334,경남 거창군,수승대농협주유소,NH-OIL,경남 거창군 마리면 빼재로 19,055-942-5151,일반,
A0029327,경남 거창군,우리영농조합법인,GS칼텍스,경남 거창군 마리면 거안로 886,055-943-9997,일반,
A0029267,경남 거창군,덕유산주유소,현대오일뱅크,경남 거창군 주상면 빼재로 1224,055-942-7143,일반,
A0030287,경남 거창군,3교주유소,S-OIL,경남 거창군 거창읍 거열로 22,055-944-5656,일반,
A0029216,경남 거창군,위천중앙주유소,SK에너지,경남 거창군 위천면 원학길 294,055-943-0018,일반,
A0029269,경남 거창군,산장주유소,GS칼텍스,경남 거창군 고제면 빼재로 1912,055-943-9021,일반,
A0029369,경남 거창군,(주)승진에너지 거창(대구방향)주유소,알뜰(ex),경상남도 거창군 가조면 가조가야로 1523,055-941-0863,일반,
A0029370,경남 거창군,㈜승진에너지거창주유소/충전소,알뜰(ex), 경상남도 거창군 가조면 가조가야로 1543-81,055-941-0863,일반,
A0029335,경남 거창군,동거창농협,NH-OIL,경상남도 거창군 가조면 가조가야로 1051,055-943-1040,일반,
A0029285,경남 거창군,가조주유소,S-OIL,경남 거창군 가조면 지산로 1443,055-944-0195,일반,
A0023384,경남 거창군,대호주유소,자가상표,경남 거창군 남하면 영서로 510,055-945-1484,일반,
A0029238,경남 거창군,가북주유소,SK에너지,경남 거창군 가북면 용암로 10,055-942-4948,일반,
A0029206,경남 합천군,청덕주유소,현대오일뱅크,경남 합천군 청덕면 동부로 1751,055-932-8607,일반,
A0029290,경남 합천군,동산주유소,현대오일뱅크,경남 합천군 초계면 동부로 1045,055-931-1153,일반,
A0029198,경남 합천군,하신주유소(현대),현대오일뱅크,경남 합천군 쌍책면 쌍쌍로 26,055-933-0503,일반,
A0029348,경남 합천군,합천동부농업협동조합,NH-OIL,경남 합천군 초계면 동부로 1155,055-932-1485,일반,
A0029315,경남 합천군,초계주유소,S-OIL,경남 합천군 초계면 초계중앙로 92,055-932-8999,셀프,
A0029304,경남 합천군,갑산주유소,GS칼텍스,경상남도 합천군 율곡면 동부로 552,055-931-8783,일반,
A0029222,경남 합천군,쌍용주유소,S-OIL,경남 합천군 율곡면 낙민1길 15,055-932-4999,일반,
A0029294,경남 합천군,믿음가득주유소,현대오일뱅크,경남 합천군 율곡면 동부로 191,055-931-0772,일반,
A0029362,경남 합천군,가야농협야로주유소,NH-OIL,경상남도 합천군 야로면 가야산로 680,055-931-5151,일반,
A0029235,경남 합천군,합천주유소,SK에너지,경남 합천군 합천읍 충효로 28,055-932-5846,일반,
A0029291,경남 합천군,대경주유소,S-OIL,경상남도 합천군 대양면 동부로 3,055-933-3300,일반,
A0029330,경남 합천군,(주)동성현대주유소,현대오일뱅크,경남 합천군 대양면 대야로 748,055-934-0091,일반,
A0029209,경남 합천군,금강주유소,SK에너지,경남 합천군 합천읍 동서로 95,055-931-4778,일반,
A0029324,경남 합천군,정양주유소,SK에너지,경남 합천군 대양면 대야로 677,055-932-0356,일반,
A0029360,경남 합천군,합천농협주유소,NH-OIL,경상남도 합천군 합천읍 대야로 904,055-933-8600,일반,
A0029322,경남 합천군,대양주유소,S-OIL,경남 합천군 대양면 대야로 63,055-931-7458,일반,
A0029305,경남 합천군,합청성원주유소,GS칼텍스,경남 합천군 합천읍 대야로 979,055-934-0100,일반,
A0029317,경남 합천군,가야산주유소,GS칼텍스,경남 합천군 야로면 가야산로 490,055-931-7661,일반,
A0029197,경남 합천군,야로주유소,SK에너지,경남 합천군 야로면 가야산로 360,055-932-6533,일반,
A0029302,경남 합천군,금양주유소,SK에너지,경상남도 합천군 합천읍 대야로 1168,055-931-1533,일반,
A0029266,경남 합천군,숭산주유소,SK에너지,경남 합천군 가야면 가조가야로 2378-1,055-933-8483,일반,
A0029319,경남 합천군,동일주유소,GS칼텍스,경남 합천군 묘산면 묘산로 189,055-932-6097,일반,
A0029214,경남 합천군,새터주유소,현대오일뱅크,경남 합천군 삼가면 삼가로 139,055-931-6999,일반,
A0029323,경남 합천군,삼가주유소,GS칼텍스,경남 합천군 삼가면 삼가로 347,055-932-4526,일반,
A0029344,경남 합천군,가야농협주유소,NH-OIL,경남 합천군 가야면 가야시장로 27,055-931-5189,일반,
A0029325,경남 합천군,우성주유소,GS칼텍스,경남 합천군 쌍백면 합천대로 1108,055-931-0605,일반,
A0029303,경남 합천군,쌍백주유소,현대오일뱅크,경상남도 합천군 쌍백면 쌍백중앙로 162-10,055-931-0503,일반,
A0029355,경남 합천군,합천새남부농협쌍백지점,NH-OIL,경남 합천군 쌍백면 청정로 3,055-932-3522,일반,
A0029230,경남 합천군,묘산주유소,현대오일뱅크,경남 합천군 묘산면 영서로 1742,055-931-8545,일반,
A0029225,경남 합천군,해인주유소,SK에너지,경남 합천군 가야면 가야산로 1727,055-932-7226,일반,
A0029363,경남 합천군,합천호농협주유소,NH-OIL,경상남도 합천군 용주면 고품용덕길 6,055-933-5151,일반,
A0026889,경남 합천군,합천탑주유소,S-OIL,경남 합천군 용주면 합천호수로 855,055-933-3511,일반,
A0029316,경남 합천군,삼양주유소,S-OIL,경남 합천군 대병면 서부로 2030,055-933-7151,일반,
A0029356,경남 합천군,합천새남부농협가회지점,NH-OIL,경남 합천군 가회면 황매산로 34,055-932-9111,일반,
A0029221,경남 합천군,봉산주유소,SK에너지,경남 합천군 봉산면 서부로 4352,055-933-0666,일반,
A0027039,부산 중구,고려주유소,SK에너지,부산 중구 대청로 153 (중앙동5가),051-469-1288,일반,
A0027090,부산 중구,에스씨(주)제일주유소,GS칼텍스,부산광역시 중구  중구로 194 (영주동),051-469-3124,셀프,
A0027094,부산 서구,국일상사(주유소),S-OIL,부산 서구 원양로 208 (암남동),051-253-3118,일반,
A0027113,부산 서구,동방석유(주)직영 모든주유소,SK에너지,부산광역시 서구  감천로 227 (암남동),051-244-5151,셀프,
A0027143,부산 서구,보배주유소,SK에너지,부산광역시 서구  대신공원로 1 (동대신동3가),051-254-6077,일반,
A0027233,부산 서구,(주)부영에너지직영신일주유소,SK에너지,부산 서구 구덕로 273 (서대신동1가),051-256-3929,셀프,
A0027217,부산 서구,(주)삼광에너지고려주유소,S-OIL,부산 서구 대영로 88 (동대신동1가),051-255-1667,일반,
A0027190,부산 서구,(주)디씨에너지운동장주유소,현대오일뱅크,부산 서구 보수대로 220 (동대신동3가),051-243-0444,셀프,
A0027236,부산 서구,(주)디시에너지 대신지점,현대오일뱅크,부산 서구 대영로 91 (동대신동2가),051-242-8144,셀프,
A0027117,부산 서구,옥산주유소,S-OIL,부산 서구 보수대로 169 (동대신동1가),051-256-5100,일반,
A0027154,부산 서구,남항대교셀프주유소,자가상표,부산 서구 충무대로 108 (암남동),051-231-5145,셀프,
A0027222,부산 서구,S-Oil(주)우양냉장주유소,S-OIL,부산광역시 서구  충무대로 240 (남부민동),051-256-1070,셀프,
A0027121,부산 서구,남부주유소 (송도아랫길),GS칼텍스,부산 서구 충무대로 150 (남부민동),051-255-9528,일반,
A0027162,부산 서구,대성주유소,GS칼텍스,부산 서구 충무대로 126,051-257-2601,셀프,
A0027232,부산 서구,감천항주유소,현대오일뱅크,부산광역시 서구 원양로 260(암남동),051-257-9024,일반,
A0027357,부산 동구,동방석유(주)형제주유소,SK에너지,부산 동구 자성로 127 (범일동),051-646-5471,셀프,
A0024250,부산 동구,동국에너지(주)천일주유소,SK에너지,부산 동구 중앙대로 168 (초량동),051-466-1001,일반,
A0031365,부산 동구,동구타이어유류(주)해안주유소,GS칼텍스,부산 동구 충장대로 121(초량동),051-469-0412,일반,
